"","GeneID","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4","nc","gname","tt","pval","fdr","log.fc","rowMeans"
"7218","FBgn0036881",99,33302.16,24498.07,66537.77,171.0417,152.1811,13302.88,491.3162,11,"FBgn0036881",561.44276757194,0,0,-4.99660531207914,17319.302375
"8936","FBgn0039592",9023.81,11,9.01632,9,7634.84,8440.26,14,9947.85,9,"FBgn0039592",572.837602665249,0,0,6.70067735257079,4386.22204
"10541","FBgn0052762",614.9997,12,13,13,2874.047,9102.836,6.00011,26696.71,15,"FBgn0052762",495.636282547691,0,0,6.80013533679671,4916.57410125
"10853","FBgn0053998",6577.89,13.0573,10,17.8389,6909.82,10826.1,16,10298.9,12,"FBgn0053998",561.223010874714,0,0,6.41434937879431,4333.700775
"11375","FBgn0250833",890.524,164153,117872,241557,999.041,1216.32,77384.4,4944.68,6,"FBgn0250833",585.440198559248,0,0,-4.29266759039186,76127.120625
"1371","FBgn0014848",508.932,5,3,2,1638.21,5763.3,3,6047.85,25,"FBgn0014848",433.891960369063,4.999999999995e-06,0.00178571428507653,6.9981988795051,1746.4115
"1725","FBgn0020641",45265.34,169.089,144.9998,127.00975,19588.13,11877.231,227.401,735.3602,18,"FBgn0020641",465.332633458361,4.999999999995e-06,0.00178571428507653,4.7570761125861,9766.82009375
"4004","FBgn0031619",2579.23,233.01059,374.88138,280.775,5488.84308,31499.197,299.587,56084.372,24,"FBgn0031619",440.135188003892,4.999999999995e-06,0.00178571428507653,4.37387454395327,12104.98700625
"6672","FBgn0036023",1195.98,19,40,21.0572,2278.78,6393.33,24.0051,13332.6,22,"FBgn0036023",445.378223308321,4.999999999995e-06,0.00178571428507653,5.38107299744244,2913.0940375
"6905","FBgn0036416",59,56.0006,35,62,59.018,28483.9,52.1906,50253,26,"FBgn0036416",432.827550148032,4.999999999995e-06,0.00178571428507653,5.96932135199152,9882.51365
"6906","FBgn0036417",33.99999,27.05044,18.0105,34.0048,31,22304.42,26,35857.055,27,"FBgn0036417",432.719719164409,4.999999999995e-06,0.00178571428507653,6.33452862040273,7291.44259125
"8453","FBgn0038819",195.046,18291.7,16356.1,42854.4,435.01,224.071,7212.97,513.577,19,"FBgn0038819",454.588803480642,4.999999999995e-06,0.00178571428507653,-4.11887613340811,10760.35925
"9107","FBgn0039848",1788.42,43.0505,66.3032,66.1621,5948.53,5085.03,52.2844,9812.45,28,"FBgn0039848",431.578432850412,4.999999999995e-06,0.00178571428507653,4.5765100267237,2857.778775
"10239","FBgn0051876",9,1170.07,3925.34,51286.6,19,11,1191.55,25.0105,23,"FBgn0051876",442.318803520645,4.999999999995e-06,0.00178571428507653,-6.791218367757,7204.6963125
"10490","FBgn0052631",202.127,42.0254,21,33.0996,867.905,14261.3,31.0224,34615.1,21,"FBgn0052631",445.450862710446,4.999999999995e-06,0.00178571428507653,5.9976948418119,6259.197425
"11104","FBgn0085309",2917.97,6,15,7,2803.63,4250.75,8,4207.17,20,"FBgn0085309",453.958304852227,4.999999999995e-06,0.00178571428507653,5.94493472918349,1776.94
"169","FBgn0000551",28253.12,185.5201,332.1858,963.4918,10018.786,7645.283,168.56766,1393.269,50,"FBgn0000551",346.392197307947,9.99999999999e-06,0.00196078431334102,3.37354436409517,6120.02792
"931","FBgn0005664",175.00032,12747.26,5650.352,43058.65,43,79,4834.43,1226.5986,35,"FBgn0005664",409.884259128511,9.99999999999e-06,0.00196078431334102,-3.73564327668031,8476.786365
"1373","FBgn0014851",12051.9,45,418.706,36,3799.17,6829.1,49,2992.05,36,"FBgn0014851",407.421612501334,9.99999999999e-06,0.00196078431334102,3.78407792778325,3277.61575
"1734","FBgn0020765",72,832.926,1606.32,39879.6,21,20,393.979,47,46,"FBgn0020765",360.242853668202,9.99999999999e-06,0.00196078431334102,-5.54867326321343,5359.103125
"2565","FBgn0028544",1300.5,74147.3,25983.6,40783.4,1256.63,1125.25,32497.8,5316.54,44,"FBgn0028544",365.178891275323,9.99999999999e-06,0.00196078431334102,-2.91940579032856,22801.3775
"3144","FBgn0030271",10090.975,55.4344,155.5389,287.6702,6131.092,4285.426,77.3142,1683.206,43,"FBgn0030271",365.339416965727,9.99999999999e-06,0.00196078431334102,3.64474849273502,2845.8320875
"3282","FBgn0030495",271.1791,61.0054,46.0934,70,599.20837,15176.144,54.0003,32595.197,33,"FBgn0030495",417.2822280746,9.99999999999e-06,0.00196078431334102,5.36285178511021,6109.10344625
"3312","FBgn0030542",468,20,19,9,981.73,3535.45,17,5057.59,49,"FBgn0030542",350.729256568296,9.99999999999e-06,0.00196078431334102,5.03944259349179,1263.47125
"4336","FBgn0032125",41.0428,1783.65,4373.57,45549.7,22,42.0013,856.765,26,29,"FBgn0032125",424.615939270462,9.99999999999e-06,0.00196078431334102,-5.96630211799128,6586.8411375
"4596","FBgn0032538",1222.75,73171.5,24993,38715.1,1308.91,1113.1,30652.5,5189.43,45,"FBgn0032538",360.635117177621,9.99999999999e-06,0.00196078431334102,-2.90251227814086,22045.78625
"6233","FBgn0035281",279.603,23693.74,11801.43,33102,407.614,195.0005,8880.78,1243.748,34,"FBgn0035281",415.210855502668,9.99999999999e-06,0.00196078431334102,-3.56835641829932,9950.4894375
"6502","FBgn0035737",13586.2,52.0056,219.9,31.0018,4198.8,4366.08,22,623.617,40,"FBgn0035737",389.893101760395,9.99999999999e-06,0.00196078431334102,4.21188854397138,2887.45055
"7017","FBgn0036591",51,15188.9,8253.24,2119,204.428,104,8953.04,123,30,"FBgn0036591",424.559798174478,9.99999999999e-06,0.00196078431334102,-4.26869626606855,4374.576
"7022","FBgn0036597",134.029,2795.07,7259.35,42581.3,135.139,93,1173.5,116,39,"FBgn0036597",392.831683199524,9.99999999999e-06,0.00196078431334102,-4.71187759856802,6785.9235
"7027","FBgn0036602",143.185,11700,5393.13,9709.05,285.582,238.726,5005.78,369,47,"FBgn0036602",359.839744684234,9.99999999999e-06,0.00196078431334102,-3.39900770986729,4105.556625
"9593","FBgn0043577",28.0021,7,6,6,35,2851.31,8,11635.0732,51,"FBgn0043577",337.081835069364,9.99999999999e-06,0.00196078431334102,6.29158726404693,1822.0481625
"11058","FBgn0085234",63.4751,1609.21,4909.93,34594.2,58.9028,62.5342,686.077,39.285,38,"FBgn0085234",393.938302519075,9.99999999999e-06,0.00196078431334102,-5.21253780659617,5252.9517625
"11080","FBgn0085273",22,6,21,14.00004,17,16238.635,16.99995,22755.972,32,"FBgn0085273",420.123567410905,9.99999999999e-06,0.00196078431334102,6.48055418127274,4886.45087375
"11462","FBgn0259223",146.0068,17296.77,13633.67,63375.79,60.0232,169.254,7320.08,5192.514,42,"FBgn0259223",373.601575529034,9.99999999999e-06,0.00196078431334102,-2.87944886081574,13399.2635
"11916","FBgn0261630",370.0002,1,7,6,963.9998,9142.546,1,687.9995,48,"FBgn0261630",356.810087798329,9.99999999999e-06,0.00196078431334102,6.58647191568294,1397.4431875
"11918","FBgn0261634",369.077,12,8,8.06307,477,5155.69,11,7025.5,41,"FBgn0261634",378.726911344428,9.99999999999e-06,0.00196078431334102,5.82317747817238,1633.29125875
"12539","FBgn0264899",2775.94,17,30,16,2564.81,3934.39,14,3926.29,31,"FBgn0264899",420.325519381105,9.99999999999e-06,0.00196078431334102,5.12726609210771,1659.80375
"170","FBgn0000552",5566.31,2,80.0078,1,1134.11,523.008,6,99,69,"FBgn0000552",275.275644391834,1.5999999999984e-05,0.00197530864173144,4.33448475105804,926.429475
"378","FBgn0002564",32468,3765.89,4072.79,4653.43,27082.9,70398.8,3208.1,64400,62,"FBgn0002564",295.063251542688,1.34999999999865e-05,0.00197530864173144,2.52013309602392,26256.23875
"1367","FBgn0014454",9.68925,565.133,569.289,7899.73,15.8987,13.5047,122.283,39.6321,72,"FBgn0014454",266.486932669467,1.5999999999984e-05,0.00197530864173144,-4.73381055747929,1154.39496875
"1372","FBgn0014850",10903.7,331.058,828.756,233.937,3601.85,5744.58,221.393,2802.26,71,"FBgn0014850",268.142415973503,1.5999999999984e-05,0.00197530864173144,2.63886196981249,3083.44175
"1740","FBgn0020908",1775.1263,11478.1606,10169.6966,37465.075,188.4298,1245.94,7265.4742,2960.9187,81,"FBgn0020908",244.462228903587,1.5999999999984e-05,0.00197530864173144,-2.34515504859986,9068.60265
"2368","FBgn0027527",2820.34,5309.34,1904.539,159.0058,52681.5,67884.6,5010.31,57710.2,55,"FBgn0027527",313.343414487891,1.34999999999865e-05,0.00197530864173144,2.68820241569495,24184.97935
"2681","FBgn0028938",613.626,198905.8,58922,15410.75,4276.37,2735.55,90491.4,26304.7,65,"FBgn0028938",290.548995991722,1.34999999999865e-05,0.00197530864173144,-2.33176309318321,49707.5245
"3280","FBgn0030493",237.063,24.003,49,25,816.668,4137.48,43.0289,7154.8,52,"FBgn0030493",328.748462372873,1.34999999999865e-05,0.00197530864173144,4.44448816709574,1560.8803625
"5183","FBgn0033580",31.0968,540.705,1660.69,18277.4,46.0692,32.0106,176.279,44.0084,53,"FBgn0033580",315.324254326797,1.34999999999865e-05,0.00197530864173144,-4.89052121894358,2601.032375
"5193","FBgn0033597",166,1700.47,2315.16,16156.6,33.0385,68.0005,780.233,154.118,56,"FBgn0033597",312.536065453377,1.34999999999865e-05,0.00197530864173144,-3.87318345214011,2671.7025
"5267","FBgn0033728",450.81,3295.22,4168.73,83485.6,543.315,236.627,1932.77,389.652,54,"FBgn0033728",313.631137549451,1.34999999999865e-05,0.00197530864173144,-4.03023473618903,11812.8405
"5545","FBgn0034157",573.643,5226.23,5468.862,26618.23,443.083,898.624,2988.196,653.231,78,"FBgn0034157",250.048691934253,1.5999999999984e-05,0.00197530864173144,-2.73083144972007,5358.762375
"6364","FBgn0035513",4978.92,125.033,577.284,176.024,5361.11,4939.58,134.21,1525.81,68,"FBgn0035513",278.644015343618,1.34999999999865e-05,0.00197530864173144,2.75663255748363,2227.246375
"6387","FBgn0035544",27,876.347,836.896,12458.3,57,49.0037,514.366,314.502,77,"FBgn0035544",250.08557916322,1.5999999999984e-05,0.00197530864173144,-3.46889985000297,1891.6768375
"6868","FBgn0036351",2185.96,311.78,362.677,50.2592,3565.23,8856.54,1546.52,10175.2,75,"FBgn0036351",253.052931342258,1.5999999999984e-05,0.00197530864173144,2.34669924328933,3381.770775
"7016","FBgn0036590",550.132,4103.55,6468.03,43328,649.767,287,1981.01,302.092,60,"FBgn0036590",301.356417037932,1.34999999999865e-05,0.00197530864173144,-3.4309157931531,7208.697625
"7040","FBgn0036619",102.003,1510.39,3251,16823.3,62,58,1110.14,494.809,61,"FBgn0036619",297.952707528896,1.34999999999865e-05,0.00197530864173144,-3.44070071459227,2926.45525
"7216","FBgn0036879",1,17.0032,226.556,11018.7,6,1,9.00151,6,73,"FBgn0036879",266.485930373819,1.5999999999984e-05,0.00197530864173144,-6.68655746037401,1410.65758875
"8387","FBgn0038714",60,2335.67,2099.41,7756.98,71.0991,113,959.648,148,66,"FBgn0038714",290.11188785497,1.34999999999865e-05,0.00197530864173144,-3.49270393184504,1692.9758875
"8868","FBgn0039469",316,15,4,10,3831.07,2792.66,16,391.97,58,"FBgn0039469",307.123842238261,1.34999999999865e-05,0.00197530864173144,5.08817299323451,922.0875
"9245","FBgn0040279",1022.69,1443.59,923.811,78.0184,23178.2,23377.7,1416.12,12490.8,67,"FBgn0040279",289.798330855852,1.34999999999865e-05,0.00197530864173144,2.72916977807007,7991.366175
"9416","FBgn0040842",15269.5,48,227.014,608.943,5876.62,3512.44,67.3943,217,59,"FBgn0040842",303.273908522261,1.34999999999865e-05,0.00197530864173144,3.27068765254952,3228.3639125
"9719","FBgn0050045",8,777.029,666.206,11154.2,32,15,254.261,69,64,"FBgn0050045",291.896706356107,1.34999999999865e-05,0.00197530864173144,-4.62458516934161,1621.962
"11593","FBgn0260226",755.9082,9,7,5,366.0002,1490.4829,4,1261.9372,74,"FBgn0260226",254.424331492743,1.5999999999984e-05,0.00197530864173144,5.06706199097858,487.4160625
"11663","FBgn0260645",1397.86,41.723,61.5715,24.4212,3252.52,2086.91,29.9768,1456.64,57,"FBgn0260645",308.131640149248,1.34999999999865e-05,0.00197530864173144,3.922150040773,1043.9528125
"11999","FBgn0261932",2249.58,39.76772,219.872,27.00003,1176.04,3394.45445,24.5373,1414.78,70,"FBgn0261932",274.910449212144,1.5999999999984e-05,0.00197530864173144,3.22240143302875,1068.2539375
"12205","FBgn0262874",602.3661,1,3,4,764.34196,1078.2713,2,745.1851,79,"FBgn0262874",250.000518464108,1.5999999999984e-05,0.00197530864173144,5.74230222309484,400.0205575
"12210","FBgn0262880",3369.03,96.4788,266.643,60.4778,2035.98,2726.07,72.1017,1077.6,80,"FBgn0262880",249.991035194093,1.5999999999984e-05,0.00197530864173144,2.88941466340819,1213.0476625
"12718","FBgn0266456",94.2263,24.2216,31.96612,14.1489,126.3535,4037.162,38.2889,6241.879,63,"FBgn0266456",292.08379643767,1.34999999999865e-05,0.00197530864173144,4.55610335017463,1326.03079
"6362","FBgn0035511",800.047,6,4,7,1627.37,1294.82,3,73,82,"FBgn0035511",243.3050427319,1.74999999999825e-05,0.00210843373468573,5.25370541820069,476.904625
"9844","FBgn0050375",3472.68,51,138,45,1530.46,1624.63,14,281,83,"FBgn0050375",241.592291098747,1.74999999999825e-05,0.00210843373468573,3.3062785910894,894.59625
"3961","FBgn0031542",59,2315.65,2052.35,3016.67,149,90,1195.03,143.067,85,"FBgn0031542",237.915579691238,1.94999999999805e-05,0.00229411764678893,-2.96754251138306,1127.595875
"7018","FBgn0036592",1594.17,17,10,8,1530.73,1093.43,15,84,84,"FBgn0036592",239.610273251971,1.94999999999805e-05,0.00229411764678893,4.4622241621893,544.04125
"915","FBgn0005626",479.0175,198.00035,248.9998,1784.5214,1193.3432,9655.7014,287.18047,20546.1516,96,"FBgn0005626",218.220726302426,2.3999999999976e-05,0.00244897959158684,2.55518711439911,4299.114465
"919","FBgn0005633",348.423,5283.1893,3371.4213,16560.83,591.2212,526.9387,1764.3712,611.01516,93,"FBgn0005633",222.572221519531,2.3999999999976e-05,0.00244897959158684,-2.54239059015748,3632.1762325
"3508","FBgn0030826",4,2103.69,804.669,52,11,4,1304.82,66,98,"FBgn0030826",215.76131368576,2.3999999999976e-05,0.00244897959158684,-3.89102851296305,543.772375
"4723","FBgn0032773",46388.153,3602.6624,3038.8325,4068.6934,29546.541,28465.464,4134.3889,13440.1732,97,"FBgn0032773",215.967920835584,2.3999999999976e-05,0.00244897959158684,2.07674549881684,16585.61355
"4956","FBgn0033203",101.0212,9,18,10,1722.451,1677.333,10,368.468,95,"FBgn0033203",219.611066530183,2.3999999999976e-05,0.00244897959158684,4.36671318490162,489.53415
"5199","FBgn0033603",18.0000000445399,1246.283,1026.132,3930.363,70,28.053800310986,414.7603,92,87,"FBgn0033603",232.334029150583,2.3999999999976e-05,0.00244897959158684,-3.45174790627551,853.199012544441
"5227","FBgn0033658",2573.14,125.004,250.946,119,3930.84,3113.61,169.339,670.983,89,"FBgn0033658",229.604418162989,2.3999999999976e-05,0.00244897959158684,2.70358905128295,1369.10775
"6043","FBgn0034990",759.7414,19.02135,23.07076,32.0491437,892.1769,892.747,11.03528,1220.766,94,"FBgn0034990",220.951797486672,2.3999999999976e-05,0.00244897959158684,3.79012698038908,481.3259792125
"8053","FBgn0038181",548.0666,4318.1801,3172.044,18451.3614,180,629.0536,2186.571,781.1569,91,"FBgn0038181",225.232239511478,2.3999999999976e-05,0.00244897959158684,-2.54271502892819,3783.3042
"11133","FBgn0085356",39,478.644,615.142,5338.62,30,46.086,301,12,90,"FBgn0085356",228.891774609622,2.3999999999976e-05,0.00244897959158684,-3.94569004651498,857.5615
"8973","FBgn0039648",49,1034.74,1773.67,3359.04,55.1326,62,484.732,145,99,"FBgn0039648",212.550120244722,2.6999999999973e-05,0.00269999999973,-3.06133572941735,870.414325
"3638","FBgn0031031",49.0372,2672.851,1714.215,4694.83,150.0184,68,1058.406,625.267,101,"FBgn0031031",208.034887070718,3.04999999999695e-05,0.0029611650482562,-2.41125289779037,1379.078075
"5634","FBgn0034301",56.1031,31.0221,17.0273,23.01574,1369.874,1370.733,37.00019,1447.231,102,"FBgn0034301",207.520569655407,3.04999999999695e-05,0.0029611650482562,3.66230590711555,544.00080375
"11504","FBgn0259713",6,6256.89,2427.57,79,3,3,2842.82,1470.21,103,"FBgn0259713",207.063128669234,3.04999999999695e-05,0.0029611650482562,-2.01905099729893,1636.06125
"9597","FBgn0043792",442.08608,10809.54717,7545.729,4010.037,886.62573,472.1292,5062.75711,1419.558768,105,"FBgn0043792",202.672741123924,3.7999999999962e-05,0.00358490566003916,-2.13366883229478,3831.05875725
"10381","FBgn0052274",526.847,5,16,2.06914,303,849.993,1,770.209,104,"FBgn0052274",203.077591437958,3.7999999999962e-05,0.00358490566003916,4.58530543675999,309.2647675
"11059","FBgn0085235",69,46.1371,47.0794,58,131,2740.88,106.125,4269.89,106,"FBgn0085235",201.0327595828,3.7999999999962e-05,0.00358490566003916,3.32227776126513,933.5139375
"6718","FBgn0036112",1080.21,4,6,11,1063.82,663.63,3,14,107,"FBgn0036112",199.472713241758,4.2999999999957e-05,0.00401869158840947,4.76347230932045,355.7075
"784","FBgn0004577",719.256,4910.04885298,4280.041400482,6968.827,366.0043,573.0008,3921.16610037422,619.3136,108,"FBgn0004577",199.085638705056,4.64999999999535e-05,0.00426605504548018,-2.16151061653891,2794.70725672953
"1723","FBgn0020637",11306.9,76.9303,145.275,745.385,1778.33,1625.27,84.4292,82.9496,109,"FBgn0020637",198.554022009183,4.64999999999535e-05,0.00426605504548018,2.67923741461907,1980.6836375
"11362","FBgn0250815",2510.24,62,73.2069,2,246.002,437,5,916.435,110,"FBgn0250815",197.371767693273,4.94999999999505e-05,0.00449999999959091,3.38944956196761,531.4854875
"202","FBgn0000640",19087.07,2827.766,3140.102,3883.059,5648.809,34169.58,6830.752,73684.93,113,"FBgn0000640",190.733520739584,5.24999999999475e-05,0.00464601769870389,2.06267465111934,18659.0085
"6671","FBgn0036022",82,8,7,3,88,804.047,4,1953.12,112,"FBgn0036022",191.003138992384,5.24999999999475e-05,0.00464601769870389,4.90299057297582,368.645875
"7011","FBgn0036585",511.676,1564.09,1324.91,9529.89,156.346,305.082,952.661,70.2704,111,"FBgn0036585",192.806170647606,5.24999999999475e-05,0.00464601769870389,-2.51311584735676,1801.865675
"294","FBgn0001256",5093.5285,2026.2133,3552.466,738.8357,11834.251,27001.296,6260.872,44596.869,114,"FBgn0001256",188.545742811238,5.7999999999942e-05,0.00508771929779932,1.90998821162573,12638.0414375
"8872","FBgn0039481",1616.96,7413.51,4731.79,11282.1,132.164,1402.32,2500.68,382.262,115,"FBgn0039481",187.582591398661,6.24999999999375e-05,0.00543478260822306,-1.94298689111083,3682.72325
"2763","FBgn0029518",92.01951,7619.897,3910.416,677.8975,150.3674,116.1448,4813.687,2098.1915,116,"FBgn0029518",187.069107390873,6.64999999999335e-05,0.00568376068327489,-1.9161333853369,2434.82758875
"962","FBgn0010052",11626.19,1295.91,1934.656,1456.934,12120.74,11069.16,1417.439,5747.96,118,"FBgn0010052",181.969648912628,6.8999999999931e-05,0.00574999999952083,1.87710970797313,5833.623625
"10281","FBgn0052036",67.0151,2111.17,1466.25,2303.35,84.0247,120,1045.24,350,119,"FBgn0052036",181.49916335165,6.8999999999931e-05,0.00574999999952083,-2.39249160600368,943.381225
"10955","FBgn0066365",7699.714,2690.7442,3844.5804,528.6728,21907.604,39872.463,7919.7595,18666.965,120,"FBgn0066365",180.863584128278,6.8999999999931e-05,0.00574999999952083,1.72948027263927,12891.3128625
"68","FBgn0000210",5923.00847593,1641.42313,1837.18669,1055.89251,6530.16664,15095.57123,1872.70959,15233.6858,121,"FBgn0000210",178.194332559271,7.04999999999295e-05,0.00582644628051021,1.89002002036737,6148.70550824125
"646","FBgn0003861",467.1219,2749.645,2062.5695,9469.476,72.000022589,454.03,1516.29,847.9995,122,"FBgn0003861",174.6764781016,7.44999999999255e-05,0.00610655737654864,-2.11545524189713,2204.89149032363
"9424","FBgn0040900",354.9998,3761.491,2029.371,3270.465,95,157.2682,2221.15,939.929,123,"FBgn0040900",170.779390856754,7.94999999999205e-05,0.00646341463362086,-1.95613432920969,1603.70925
"17","FBgn0000045",3963.2,25766,16564.83,57013.9,3527.57,5525.85,12061.68,5907.82,141,"FBgn0000045",148.965753110949,0.000104999999999895,0.00665024630509112,-1.74632451677136,16291.35625
"223","FBgn0001078",4855.773,945.579,1090.368,3292.555,9016.569,6302.504,936.056,4532.344,192,"FBgn0001078",112.069468895417,0.000134999999999865,0.00665024630509112,1.36882049351838,3871.4685
"418","FBgn0002773",9823.28,62294.3,42297.8,146467,14766,15751.8,27790.3,14771.4,167,"FBgn0002773",128.155567086163,0.000121999999999878,0.00665024630509112,-1.60196693200259,41745.235
"456","FBgn0002938",462.0055,2439.8845,1847.7557,8052.249,522.8882,660.6845,1235.6,861.5383,203,"FBgn0002938",109.260000159362,0.000134999999999865,0.00665024630509112,-1.66805930510547,2010.3257125
"701","FBgn0004117",1837.86,11998.545,8398.5015,32672.79,2834.2098,2883.10185,5489.33489,3159.4856,165,"FBgn0004117",129.098033801674,0.000121999999999878,0.00665024630509112,-1.67977089268036,8659.22858
"707","FBgn0004169",3833.5578301,21170.3971,16248.1362,59856.1765,5442.04683,6131.0211,12425.0775,6931.55748,176,"FBgn0004169",120.504494309899,0.000130999999999869,0.00665024630509112,-1.57542025407832,16504.7463175125
"829","FBgn0004779",1407.53,2,5,1,206.318,111,3,1,150,"FBgn0004779",139.609973770669,0.000112499999999887,0.00665024630509112,5.04166013519104,217.106
"1187","FBgn0011693",254.209141033766,844.72790240111,1606.441,4178.33608981,91.4146900349145,136.5239,754.660200031961,510.38445468,161,"FBgn0011693",132.408973995449,0.000118999999999881,0.00665024630509112,-1.99785883496366,1047.08717224897
"1262","FBgn0013348",587.847,2254.587,1911.657,6916.896,379.209,651.269,1519.996,751.16,197,"FBgn0013348",111.043517626298,0.000134999999999865,0.00665024630509112,-1.64970945649218,1871.577625
"1377","FBgn0014863",564.90658,3286.2983,2558.142,9302.742,459.49839,857.4779,2084.5927,1182.1697,170,"FBgn0014863",126.035149417885,0.000124499999999875,0.00665024630509112,-1.70547821243177,2536.97844625
"1683","FBgn0020372",621.965,3229.015,2381.444,4483.012,456.5445,444.7471,1402.557,754.235,196,"FBgn0020372",111.556764951986,0.000134999999999865,0.00665024630509112,-1.59648224074574,1721.68995
"1778","FBgn0022160",1008.4375,6088.1297,3533.322,11375.756,1089.4032,1375.2909,2118.3899,1122.3395,187,"FBgn0022160",114.593216307649,0.000134999999999865,0.00665024630509112,-1.5868995596117,3463.8835875
"1793","FBgn0022700",285.216,50.0426,63.0032,32,332,930.019,29,1314.85,148,"FBgn0022700",141.418916679455,0.000112499999999887,0.00665024630509112,2.79690146568136,379.51635
"1866","FBgn0023496",24,30,16.00002,72,878.935,1219.122,9,716.781,138,"FBgn0023496",151.151967627236,0.000104999999999895,0.00665024630509112,3.12717567498968,370.7297525
"2497","FBgn0028396",699.781,185.121,225.539,148.398,1575.18,2320.12,677.242,2287.25,178,"FBgn0028396",118.809819159779,0.000133499999999866,0.00665024630509112,1.67941002313313,1014.828875
"3143","FBgn0030270",869.671,20,14.99995,26.08333,372.9997,395.2025,16,39.00034,184,"FBgn0030270",115.78817094484,0.000134999999999865,0.00665024630509112,3.10200999334583,219.2446025
"3261","FBgn0030459",32.7849,29.1209,35.4967,142.637,1494.11,1454.47,11.0413,507.107,143,"FBgn0030459",147.239755235969,0.000107499999999892,0.00665024630509112,2.76831140524108,463.345975
"3325","FBgn0030569",783.356,3540.5,2547.08,260.109,21467.2,22530.6,3487.47,17745.9,127,"FBgn0030569",164.236760409991,9.84999999999015e-05,0.00665024630509112,1.83329402691299,9045.276875
"3970","FBgn0031558",6560.242,183.9412,264.997,287.9405,2215.855,1394.993,509.9797,441.3157,137,"FBgn0031558",151.728574284012,0.000104999999999895,0.00665024630509112,2.13170800980832,1482.4080125
"4170","FBgn0031865",982.957,220.005,212.16125,152.0882,1062.9537,1486.7443,146.34967,1916.033,160,"FBgn0031865",132.507703693186,0.000118999999999881,0.00665024630509112,2.011988975409,772.411515
"4619","FBgn0032612",2501.76,52.0552,44.0432,409.1307,1349.286,994.614,25.3755,298.012,133,"FBgn0032612",157.999198961136,0.000102499999999897,0.00665024630509112,2.30275943390204,709.284575
"4857","FBgn0033027",873.467,4047.19,3085.75,8018.38,581.587,1078.649,2724.12,1220.168,190,"FBgn0033027",112.617781153846,0.000134999999999865,0.00665024630509112,-1.53988240672562,2703.663875
"5019","FBgn0033308",1881.89,1065.46,6110.49,18070.4,236.752,2134.3,588.061,144.275,177,"FBgn0033308",118.811100990069,0.000133499999999866,0.00665024630509112,-1.75042106900308,3778.9535
"5293","FBgn0033760",3783.776,380.0002,418.2996,565.0513,2329.263,2795.192,362.176,1631.529,149,"FBgn0033760",139.944732061653,0.000112499999999887,0.00665024630509112,1.81438075579148,1533.1608875
"5362","FBgn0033869",36,453.158,494.618,2588.6,74,59.6827,243,75,154,"FBgn0033869",136.332138487453,0.000113999999999886,0.00665024630509112,-2.72766666622616,503.0073375
"5411","FBgn0033942",23604.5,2543.69,2799.79,1715.36,14316.3,11698.9,2036.33,2895.79,142,"FBgn0033942",147.756542223366,0.000104999999999895,0.00665024630509112,1.75389098873594,7701.3325
"5596","FBgn0034247",520.832,20,10,30,555.816,625.104,11,136.004,153,"FBgn0034247",137.024102983921,0.000113999999999886,0.00665024630509112,3.27865125497916,238.5945
