"","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4"
"FBgn0036588",546.928,172.54,633.947,103,54,249.152,334.651,19
"FBgn0036589",12521,10642,9249.42,7080.42,3960.98,5781.57,10757.2,1765.92
"FBgn0036590",550.132,4103.55,6468.03,43328,649.767,287,1981.01,302.092
"FBgn0036591",51,15188.9,8253.24,2119,204.428,104,8953.04,123
"FBgn0036592",1594.17,17,10,8,1530.73,1093.43,15,84
"FBgn0036593",259.7292,5,5,0,1328.158,1271.406,5,74.003
"FBgn0036594",1079.79,21,47,34,563.34,401,15,19
"FBgn0036595",802.535,569.02,796.9,465.147,288.174,697.022,657.769,123
"FBgn0036596",271.151,128.309,79.1262,56.0029,848.244,619.35,67.0695,157.002
"FBgn0036597",134.029,2795.07,7259.35,42581.3,135.139,93,1173.5,116
"FBgn0036598",2,29,6,4,3,3,9,4
"FBgn0036599",1470.22,932.124,1225.37,1053.09,381.89,556.198,993.156,107.475
"FBgn0036600",107.229,11,45,11,12,42,5,5
"FBgn0036601",485,32,65,59.0714,36,107.556,20,41
"FBgn0036602",143.185,11700,5393.13,9709.05,285.582,238.726,5005.78,369
"FBgn0036603",32,400,599.928,5737.81,61.0092,24.0136,321.376,449.717
"FBgn0036605",2516.25,66.3212,108.665,200.995,514.97,291.955,52.5721,62.8907
"FBgn0036606",1095.21,7.67883,28.3349,29.0055,129.868,69.6004,9.42789,18.1093
"FBgn0036607",320.931,50.0239,55.483,84,59,45,37,8
"FBgn0036608",49.7537,53.9032,20.9798,57.15382,36.6974,7.356,18.97104,32.94074
"FBgn0036609",244.728,418.097,228.198,413.948,263.358,48.7362,150.029,279.059
"FBgn0036610",12,37,6,29,3,4,14,1
"FBgn0036612",8519.053,3512.365,4123.248,1493.53,28896.604,16959.077,5027.359,6240.284
"FBgn0036614",570.841,802.039,543.522,630.001,741.305,570.785,510.261,662.715
"FBgn0036615",205.477,226.743,175.077,162.441,172.59,194.815,145.387,154.6
"FBgn0036617",96095.4,66011.6,57617.1,63218.7,26172.8,26123.9,91562.9,8105.23
"FBgn0036618",4184.62,116.004,145.811,47,204,1392.59,138,52
"FBgn0036619",102.003,1510.39,3251,16823.3,62,58,1110.14,494.809
"FBgn0036620",105.147,220.32,155,946.601,188,224,167.096,152
"FBgn0036621",2729.1454,3124.96,2395.963,2589.321,3465.089,3792.532,2456.9021,4417.299
"FBgn0036622",46,63.99995,48.00046,82.0013,43.00002,33.00004,40,36
"FBgn0036623",2721.8634,3698.2786,3115.1598,3589.5344,3421.1609,3226.0147,3287.0483,2911.0203
"FBgn0036624",1603.3303,1835.179,1332.822,1220.4004,1657.1956,1472.7597,1372.967,1277.9616
"FBgn0036627",772.217,705.375,552.077,646.023,516.7246,380.0002,802.356,163.1335
"FBgn0036629",96.2101,153.135,104.087,100.098,87.121,68.1003,72.1268,81.1695
"FBgn0036638",7,6,3,4,3,3,4,2
"FBgn0036639",1,0,1,2,1,1,1,4
"FBgn0036640",1242.7141,1882.5057,1514.6275,1340.1369,2013.803,1248.7676,1551.935,925.818
"FBgn0036641",797.689,1078.413,787.637,934.183,886.47,588.647,688,859.691
"FBgn0036643",302,312.502,268.482,319.957,321.852,287.372,269.627,317.297
"FBgn0036648",792.566,1040.33,795.287,807.741,934.229,863.173,704.158,710.521
"FBgn0036652",1891.37,2999.4,1664.2,2814.89,2164.89,374.525,1091.7,2202.23
"FBgn0036654",395,587.164,351,484.627,435,56,202.4586,427.004
"FBgn0036655",1.0215,20.9694,17.7372,46.7478,1.50265,7.78084,6.21283,11.3243
"FBgn0036656",17.97855,15.03061,13.262812,29.47027,6.49735,62.21921,5.78717,117.6758
"FBgn0036659",93,239.553,264.161,341.38,104,257.165,175.139,742.458
"FBgn0036660",580.804,687.979,481.176,569.626,615.615,451.608,477.47,451.207
"FBgn0036661",4066.276,3609.231,3395.787,3234.512,3017.195,3654.763,3799.16,2759.792
"FBgn0036662",938.9172,1317.69,856.4332,1198.56,1142.55,733.355,698.8616,1199.458
"FBgn0036663",9812.961445,11566.61,8576.4131711,9381.129,9768.398,8856.539,9787.786,6522.808
"FBgn0036665",294.259,185.0551,397.2847,527.0121,156.1331,268.4981,211.0004,86
"FBgn0036666",3776.76,4927.42,3497.18,4840.64,4133.17,2891.44,3103.1,4288.96
"FBgn0036667",452.5959,526.0814,443.6089,493.9936,502.2446,565.9996,425.7991,524.4735
"FBgn0036668",2461.32,2466.4,1884.78,2007.21,2266.15,2373.47,1934.5,2206.07
"FBgn0036670",214.9999,302.4508,145.00041,333.0041,213.1478,75.10534,129.00025,243.3548
"FBgn0036671",516.467,590.401,477.364,569.455,636.276,525.021,511.783,569.12
"FBgn0036676",141.033,322.213,246.093,324.059,156.906,200.134,288.751,195.229
"FBgn0036677",200787.48,336970,232618.8,280987.6,446934.1,176319.27,221411.1,134389.74
"FBgn0036678",8922.747986,4301.3925,6337.08224461,2776.2720053274,3550.25596,7203.63551,5611.9691070408,7058.787765
"FBgn0036679",72,474.821,342.88,777.924,220.015,60,253.741,160.477
"FBgn0036680",433.8295,1777.4469,700.1601,880.1244,2969.543,867.7275,342.1814,1111.1356
"FBgn0036681",136.017,48.7722,45.7393,3.72059,7.39171,99.2416,122.169,65.8259
"FBgn0036684",2064.6624,2051.2546,1731.4014,1582.6998,2142.1165,1846.947,1693.3395,1912.5824
"FBgn0036685",4324.941,4626.008,3412.203,4176.597,4190.679,3776.365,3253.128,5211.572
"FBgn0036686",667.359,797.233,580.652,514.949,767.128,671.008,573.168,605.143
"FBgn0036687",2811.61,4868.4,2583.49,4836.77,3395.38,659.609,1781.71,3680.06
"FBgn0036688",1007.37,1635.23,1381.09,3285.64,1511.45,1967.73,1353.72,1360.94
"FBgn0036689",262,478.091,269.026,440.737,378.337,112,163,416
"FBgn0036690",27,50,29,55.2626,61,21,13,32
"FBgn0036691",210,370.058,282.652,349,229,258,282.253,250.151
"FBgn0036695",332.507,463.522,341.031,405,390.329,342.027,311.512,358.231
"FBgn0036696",140.641,154.5682,128.553,142,131.7204,154.4511,108,124.154
"FBgn0036697",1293.6447,1248.2018,1109.2255,1374.2008,1122.11512,1218.9064,1034.0265,1311.3528
"FBgn0036698",758.995,522.082,399.711,939.5,756.055,452.352,326.025,195
"FBgn0036702",3477.844,6622.79,4279.624,6625.5,4238.194,2721.499,3397.492,4253.104
"FBgn0036703",716.648,1088.52,570.733,1050.12,757,154.566,440,861
"FBgn0036704",697.581,1221.816,701.444,1436.607,902.107,102,475.739,825.814
"FBgn0036705",155,248,131,285.763,180,30,86,185.394
"FBgn0036706",475.582,671.231,428.316,888.829,389.177,104,257.151,530.166
"FBgn0036707",2,4,0,5,4,1,0,0
"FBgn0036708",791.27,1216.55,737.1,1455.73,957.063,129,499.31,860.048
"FBgn0036709",3,12,4,4,6,2,1,4
"FBgn0036710",847.9474,1108.023,735.215,964.4087,807.664,444.9998,530.80574,860.797
"FBgn0036711",4,23,36,4,0,1,15,2
"FBgn0036712",87,170.0001,77,140.0004,113,24,49,143.0001
"FBgn0036713",63.0586,115,84,102,74.0084,77,97.0006,84
"FBgn0036714",1303.3804,1908.6335,1231.4973,1558.0211,1259.50298,740.57,884.0425,1536.485966
"FBgn0036715",2225.114,3771.859,2997.773,2474.002,4338.425,2737.683,2631.79,3864.985
"FBgn0036716",1379,385.057,1120.89,54.0072,1543.07,2803.68,1224.76,731.507
"FBgn0036717",22680.7,413.246,361.31,12589.1,4406.55,1966.37,261.244,222.158
"FBgn0036723",2245.16,3680.5,1984.24,3837.84,2578.03,457.338,1430.36,2466.29
"FBgn0036725",68.0537,111.00004,85,110.0358,136.0128,72.0038,107.99986,103
"FBgn0036726",875.094,1630.23,1277.74,2378.93,913.066,1073.57,1217.43,1066.57
"FBgn0036727",410.5199,16,27,21,144.3536,120,22,171.9997
"FBgn0036728",1412.6325,3113.296,2125.284,3952.947,1585.814,1342.115,1673.163,1794.12
"FBgn0036729",1055.19,1816,1047.46,1938.8,1146.92,203.002,679.514,1294.61
"FBgn0036730",195.4737,305.0054,229.6933,385.578,115.0961,61.2438,155.8036,294.343
"FBgn0036731",403.649,714.46,315.314,684,584.001,110.7562,259.1969,443.182
"FBgn0036732",3981.712,4756.423,4154.677,5449.555,2992.233,4564.851,4716.529,6683.87
"FBgn0036733",769.819,911.433,633.81,643.82,833.635,757,676.24,730.121
"FBgn0036734",5714.9018,8179.2133,7759.35,7080.4165338,7304.2726,4966.3380044,8799.02,4576.15821
"FBgn0036735",1098.09,1295.19,1039.57,1073.63,1324.17,1283.53,1198.88,1208.38
"FBgn0036738",3,7,1,86,4.000003,93,31.07285,126.2772
"FBgn0036740",1744.164,2154.546,1621.468,2145.693,1772.639,1878.511,1589.708,2360.784
"FBgn0036741",749.024,892.072,751.252,838.154,892.158,888.524,914.73,972.833
"FBgn0036742",587.4169,680.952,653.108,711.005,422.7133,445.116,543.095,418.46
"FBgn0036745",706.051,889.787,658.662,866.347,886.837,698.733,708.32,688.906
"FBgn0036746",1762.870929954,2232.562,1706.8864,1775.397,2160.757,1826.687,1956.239,1886.965
"FBgn0036747",37,59,10,68,93,21,11,79.4914
"FBgn0036749",101,139.0002,96.003,217.9999,177.9999,143.0005,91,121
"FBgn0036750",5,8,7,9,1,2,13,8
"FBgn0036751",565.181,916.159,518,1062.15,629.48,100.006,324.337,598.453
"FBgn0036752",1765.356,1520.885,1279.657,1360.877,1722.165,1859.145,1545.482,1675.957
"FBgn0036754",189,253,200.034,163.036,244.057,173,213.138,170
"FBgn0036756",172.0001,77,88.0667,71,97.0728,169.11,86.9056,156.0004
"FBgn0036757",11,12,4,6,10.6929,3,1,4
"FBgn0036759",306.003,240.7186,212.7118,182.9725,189.3103,230.1693,249.0036,223.0451
"FBgn0036760",481.277,622.03,450.675,642.002,541.627,431.643,328.553,509.008
"FBgn0036761",1497.9576,1695.777,1281.18104626,1503.053,1600.894,1623.414596,1417.343,1797.2633
"FBgn0036762",4401.493,9281.73,6249.8,11862.209,5287.324,4395.333,5534.763,5293.693
"FBgn0036763",4165.6,7471.72,4287.84,7649.12,4956.54,1212.628,2873.68,5025.83
"FBgn0036764",236.5123,631.9996,398.1618,580.3148,363.223,266.17082,329.99991,268.0153
"FBgn0036765",124.0496,196.117,161.09823,178.0918,134.1728,110.0229,149,104
"FBgn0036766",166.95,473.564,336.912,467.653,174.827,310.041,357.184,185
"FBgn0036767",16,13,9,55,7,1,2,11
"FBgn0036768",979.059,274,343.479,40,108,149.144,172,159
"FBgn0036769",582.223,430.045,343.939,1157.022,567,420,267.0361,323.426
"FBgn0036770",662.073,629.712,498.106,567.505,812,775.013,518.093,949.407
"FBgn0036771",611.134,878.987,559.174,862.104,713.909,387.812,502.852,744.388
"FBgn0036772",413.633,472.605,583.516,608.045,478.668,1114.2,892.796,518.049
"FBgn0036773",1451.664,2021.271,1509.571,1761.149,2190.894,1455.111,1702.907,1470.709
"FBgn0036774",395,802,492.39,741.012,502.124,432,507,460.08
"FBgn0036775",571.462,777.452,484.3,548.004,670.604,598,550.209,567.049
"FBgn0036777",73.6273,60.2357,67.1783,73.6743,40.04229,64.4878,43.2303,62.9488
"FBgn0036778",1258.136,2038.643,1164.287,2177.223,1538.97,280.325,742,1473.006
"FBgn0036780",169.0004,1295.5655,546.1542,146.9998,1541.7016,1306.39,559.4013,1120.1788
"FBgn0036781",620.014,301,245.183,171,1094,1118.43,734.115,708.438
"FBgn0036782",7,1,2,2,10,23,10,33
"FBgn0036783",0,3,3,3,3,1,1,2
"FBgn0036784",1346.84,2462.42,1332.26,2453.1,1617.94,254.066,913.555,1641.15
"FBgn0036785",1391.6819,2336.238,1378.188,2548.574,1760.2734,290.0194,897.0065,1733.3463
"FBgn0036786",170,84,71,66.0284,180.242,242,106,288.013
"FBgn0036787",764.504,795,668.012,862.113,777,746.104,740.41,723.925
"FBgn0036789",69,100,88,126.000026,84,74,91.00008,99
"FBgn0036790",135,284.148,208,271.014,101,160,205,202.12
"FBgn0036791",0,1,2,0,1,0,1,0
"FBgn0036793",17.411017,21.81611,10.2021,23.00771,25.89315,13.27494,7.815732395,19.768868
"FBgn0036795",7,13.5702,1,8,9,4,6,7
"FBgn0036796",4,3,2,4,3,4,1,2
"FBgn0036799",137.589017,233.40911,142.9671,211.86271,152.10685,59.72504,57.184232395,218.230808
"FBgn0036801",757.9817,981.242,869.865,813.9277,1095.5741,1398.7318,955.4561,1020.5347
"FBgn0036804",244,387.741,281,345.785,328.148,274.43,293.624,295
"FBgn0036805",1453.851,1573.855,1409.439,1705.016,1507.116,1640.635,1492.524,1718.187
"FBgn0036806",344.4891,279.0185,250.0335,208.1374,176.1865,548.285,324.0327,541.997
"FBgn0036807",405.986,629.592,308,558,424.014,78,226,501.466
"FBgn0036808",217,365.1108,192.5837,373.457,234,56.00003,111,239.4834
"FBgn0036809",152,264.185,134,188,148,40,77.0023,210.044
"FBgn0036810",3,2,2,3,0,1,2,2
"FBgn0036811",492.238,530.9,465.986,471.889,514.779,408.96,504.196,394.861
"FBgn0036812",92.038,131.148,101.023,89.1393,114.149,103,77.0528,90
"FBgn0036813",1657.51,1969.77,1599.87,1578.12,1764.22,2039.03,1827.01,2055.04
"FBgn0036814",2963.13,3707.59,2793.421,3230.14,3942.73,3339.156,2820.97,4231.97
"FBgn0036815",270.0893,255.1116,259.9997,209.5752,168.9999,194.0029,243.0002,163.1416
"FBgn0036816",3560.266,3204.1875,3132.55896,3492.8499,3577.3399,5943.2495,3197.6546,6455.5503
"FBgn0036817",34.0004,2,2,4,1,3,2,2
"FBgn0036818",117,144.043,104,84,133,96.0342,106,80
"FBgn0036819",105.4251,135,125,128,164,151.0328,123.0008,152.1625
"FBgn0036820",534.5745,629.97,522.4375,649.0952,587.3414,633.0918,529.1503,496.0004
"FBgn0036821",4653.244,7489.794,6727.324,6550.504,6242.87,5891.0112,6540.097,5200.01
"FBgn0036822",2.03312,2.02366,3.04629,6.07089,6.08655,14.2181,2.03575,6.06748
"FBgn0036824",3093.54,6212.56,4471.47,5372.67,4760.32,3736.72,4560.24,3350.97
"FBgn0036825",15028.1782,20484.4983,14959.5247,18646.36,17136.3694,19793.4513,16884.2846,17931.0689
"FBgn0036826",200.637,236.225,210,195.016,188.713,157,169.345,215.672
"FBgn0036827",519.077,529.775,450,417,528.287,589.658,461.255,462.345
"FBgn0036828",1021.385,1231.764,901.925,900.717,1089.706,905.791,883.945,928.611
"FBgn0036829",176.577,450.321,114.991,204.813,359.067,45.1393,93.0109,200.711
"FBgn0036830",1087.574,1801.939,1021.137,1789.336,1687.875,157.1336,683.625,1248.788
"FBgn0036831",1,1,3,5.0268,0,0,1.01121,7
"FBgn0036832",142,239.0073,104,260.974,153.0757,34.99998,96.9888,160
"FBgn0036833",5,4,2,8,7,4,4,8
"FBgn0036834",86.3946,500.462,325.729,127.001,619,475.134,211.009,308.068
"FBgn0036835",91,93,85,103,119.162,137.049,87,103.41
"FBgn0036836",140,131.082,63.0379,112,198,170.006,59.0003,360
"FBgn0036837",1884.1537,1745.7572,1678.2681,1564.932,1960.2732,2652.8266,1369.4225,2588.804
"FBgn0036838",353.778,440.111,332.586,266.835,387.696,375.156,320.158,306.569
"FBgn0036839",193,820.897,576.008,747.775,461.316,314,392.186,312
"FBgn0036842",2135.073,2504.69,2328.735,1796.786,2303.83,2169.964,2093.373,2093.01
"FBgn0036843",580.745,853.794,657.886,933.436,674.947,669.55,694,655.497
"FBgn0036844",1804.807,2175.0595,1627.2705,1884.2618,2252.5522,1699.545,1935.335,1535.64
"FBgn0036846",1015.594,1188.0222,860.0564,679.3651,1332.1264,1992.94,1034.4531,2421.0495
"FBgn0036847",742.613,833.746,731.059,726.347,892.018,835.445,802.659,676.974
"FBgn0036848",1098.05,1556.51,1151.86,937.885,1350.62,1287.82,1617.96,1094.09
"FBgn0036849",35,73.171,43.0451,62.1656,63,60.1122,51.05,68.1223
"FBgn0036850",344.2495,429.288372417,292.6648,379.06834,320.9998,183,216.020505,343.1121
"FBgn0036851",24.000026,78,52.000008,75.0137,51.01763,48,64.99998,41.000008
"FBgn0036853",328.99959,674.1842,504.7511,652.3655,371.8612,367.267,463.6095,407.2351
"FBgn0036856",364.7526,466.4681,371.8399,417.4654,408.2249,340.2784,322.4993,394.9369
"FBgn0036857",2640.15,2455.18,2472.14,2219.68,2554.09,3262.22,2617.59,2978.72
"FBgn0036858",0,0,0,0,0,1,1,0
"FBgn0036859",9,13,10,20,11,14,12,12
"FBgn0036860",19,35,23.0139,28,28,21,30,26.6069
"FBgn0036861",1,2,1,2,2,1,1,6.39308
"FBgn0036862",715.0029,999.793,779.056,1037.602,906.0088,1433.747,797.303,1595.199
"FBgn0036868",135,226,112,183,162,40,70,193.203
"FBgn0036870",1768.71,119,73.0022,67,159,49,160.057,18
"FBgn0036871",642.381,0,33.0938,1.48287,25.2394,34.0007,4.13297,1.51984
"FBgn0036872",2274.6343,315.803,304.58473,285.401,356.67325,373.171,212.22439,261.0541
"FBgn0036873",841.929,23.2187,42.0314,16.0744,46.2646,19.3089,7.34883,28.9732
"FBgn0036874",102,153,96,161,93,33,60,109.001
"FBgn0036875",758.46411,888.12195,587.035187922,975.726589597238,704.78336092,488.06348,447.40002,1349.931158
"FBgn0036876",104.09,148.13792,94.00249,287.9257,101,39,53.0309,133
"FBgn0036877",26,120,41,199.098,30,48,50.0098,135
"FBgn0036878",1,1018.62,1421.93,216.073,2,0,410,4
"FBgn0036879",1,17.0032,226.556,11018.7,6,1,9.00151,6
"FBgn0036880",10603.4751,5470.3677,6693.2397,1615.9441,1713.2494,11949.9155,16058.1813,4466.995
"FBgn0036881",99,33302.16,24498.07,66537.77,171.0417,152.1811,13302.88,491.3162
"FBgn0036882",2961.36,4562.63,2701.38,4547.07,3449.81,907.714,2149.24,3741.54
"FBgn0036886",425,584.048,406.697,474.208,491.659,411.304,399.142,468
"FBgn0036887",693.046,974.979277,685.4836,1269.27,690.8948,832.99980241,617.86300465465,893.94768375
"FBgn0036888",2447.88,2946.18,2353.37,2562.06,2615.4,2676.52,2171.86,2464.45
"FBgn0036889",178.26,371.559,264.464,229,218.264,241.141,244.17,194.125
"FBgn0036890",392.0009,517.6249,413.088,427.0149,512.7458,445.9998,419.0196,388.1593
"FBgn0036891",901.482,459.647,546.196,857.679,507.033,903.844,416.568,670.367
"FBgn0036892",2587.832,4259.388,2686.009,3665.457,3093.953,1883.657,2036.253,2947.493
"FBgn0036893",367.962,490.138,327.226,395.809,376.809,311.17,321.481,360.959
"FBgn0036895",2129.07,3590.88,2108.71,3888.57,2444.73,350.568,1384.05,2595.14
"FBgn0036896",2035.549,2300.002,1941.216,2524.728,2413.336,1944.959,2857.922,1956.974
"FBgn0036897",1166.2576,1374.7188,1159.0272,1160.6933,1142.8022,864.0292,1041.5342,1226.111
"FBgn0036899",293.91758,352.4775,258.0708,261.1331,302.4433,246.7668,276.468,302.4457
"FBgn0036900",935.17,1350.682,943.9938,1168.4923,1107.27,854.91,857.856,1062.2695
"FBgn0036905",1041.05,1749.41,994.282,2140.09,1192.74,207.521,674.52,1152.97
"FBgn0036906",110.868,140.13,104.178,108.034,108.059,58,71.0146,86.1406
"FBgn0036908",938.201,889.824,861.016,913.089,935.807,934.33,884.343,864.649
"FBgn0036909",425.7382,663.0027,438.2956,367.4045,479.6233,465.5633,473.4524,398.4692
"FBgn0036910",256.001,618.479,406.424,536.057,304,105.207,271.166,278.634
"FBgn0036911",531.3889,601.21562,498.4301119816,577.8003,563.1418,586.68733,485.29667,507.523
"FBgn0036913",1919.3031,2422.7419,1739.162,2250.226,2465.1501,2008.0280000314,1735.674,2399.714
"FBgn0036915",1245.15,1503.41,1181.33,1265.344,1341.108,1086.092,1161.722,1186.74
"FBgn0036916",317.269,425.43,282.316,331.004,326.658,283.287,286.31,352.708
"FBgn0036918",1355.3497,1982.974,1467.2547,1896.353,1767.074,1295.0747,1341.551,1748.95
"FBgn0036919",1272.36,1898.45,1415.16,1634.99,1916.48,1875.45,1525.51,2340.14
"FBgn0036920",509.644,927.991,609.995,743.015,600.446,538.495,461.574,566
"FBgn0036921",3989.793,3885.375,3562.858,4807.343,3783.858,5245.25,4053.927,5229.7395
"FBgn0036922",215,311.00787,199.0206,210.1953,246.00024,248.00875,226.0331,235.000105
"FBgn0036923",23,53.0423,25,49,39,21,22,27
"FBgn0036924",728.588,1435.85,727.006,1468.75,791.075,135.035,460,883.845
"FBgn0036925",1633.55,2980.59,1638.38,3341.61,2163.27,284.613,1103.64,1992.89
"FBgn0036926",896.6048,985.8061,810.3997,1030.5179,965.9996,895.1693,803.5984,829.7206
"FBgn0036927",1079.9746,1780.6778,1375.1692,1900.3862,1426.4217,1154.1657,1277.5872,1103.1618
"FBgn0036928",1988.598,3069.574,2243.343,3055.644,2343.558,1719.565,1990.919,2321.73
"FBgn0036929",1469.538,1296.6095,1150.764,1170.9021,1461.878,1687.8883,1259.183,1422.416
"FBgn0036931",2255.74,3359,2077.52,3468.47,2644.43,433.246,1414.71,2472.61
"FBgn0036932",769.298,838.838,739.712,722.727,762,854.872,712.776,837.55
"FBgn0036934",138,240.9998,172.0529,179.9998,190.0062,131.6582,187.013,149.9995
"FBgn0036935",112,241,168.037,294.128,124,126.006,151.037,171
"FBgn0036936",5,9,6,8,10,5,8,5
"FBgn0036937",7,4,6,12,4,1,5,3
"FBgn0036938",11,14.99998,1,2,18,1,3,2
"FBgn0036939",868.0004,694.204,505.4349,838.3779,394.9998,346.3913,1267.4111,124.458
"FBgn0036940",41.1339,57,38,64.0595,27,18,25,68
"FBgn0036941",460.072,877.139,510.501,1014.55,597.066,94,339,597.506
"FBgn0036942",69,92.1868,93,109,102.442,113.003,77.2037,102.263
"FBgn0036945",1692.847,1016.203,1028.545,1088.125,1475.471,2140.989,864,1619.58
"FBgn0036947",0,0,1,0,1,0,0,2
"FBgn0036948",221,25,14,9,10,33,13,13
"FBgn0036949",79.13153,2,0,1,11,3,2,7
"FBgn0036950",55.99999,24,28,29,22,8,11,27
"FBgn0036951",2,2,1,0,3,4,1,10.000002
"FBgn0036952",4.00000417,0.99999962,1.9999993,6,0.999999845,1.00000027,0,2.0000004
"FBgn0036953",4,4,5,0,2,3,0,4
"FBgn0036956",32.4555,17.1636,16.1652,29.9506,11.1721,95.5004,9.1258,101.298
"FBgn0036958",2700.2793,3016.8533,2280.03949,2332.5766,2852.62,3038.6187,2898.81987,2293.1266
"FBgn0036959",78.6522,104.6155,83.2315,98.9391,62.0703,81.7075,67.9199,91.9754
"FBgn0036962",1059.17,1613.26,971.231,1682.02,1175.23,253,682.758,1404.88
"FBgn0036964",417.027,405.049,360.155,357.839,379.867,445.823,372,430
"FBgn0036967",1672.822,2072.813,1483.943,1765.827,1972.955,1286.679,1330.951,1689.556
"FBgn0036969",37.5637,22.2171,14.1889,18.7773,45.0872,39.7775,9.02395,41.0738
"FBgn0036970",34.4992,34.86270946,23.8316,37.2471,35.9128,34.22252373,33.988836442,24.9262
"FBgn0036973",624.786,770.042,466,639.269,703.933,519.76,495.637,664.017
"FBgn0036974",7681.2261,8535.2083,6869.5068,8490.9586,8648.6571,9598.3336547,7105.928468,10138.763
"FBgn0036975",2370.1696,2371.807,2443.087,2681.112,2684.521,4947.643,2273.552,5833.84
"FBgn0036977",305.1477,12.1148,18.39126,8,318.212,270.6537,7.16873,317.849
"FBgn0036978",25,40.99995,26,27.99997,60,32,43,24.000048181
"FBgn0036979",55.4354,69.6672,58.7343,76.161,62.5731,46.1841,58,37.1943
"FBgn0036980",3103.465,3172.146,2589.074,2528.018,3059.556,3011.86,2533.686,3216.114
"FBgn0036984",168.032,184.032,159.002,194,139.072,131.047,130.004,158
"FBgn0036985",3226.28,2019.1,2010.84,9853.72,1346.38,547.241,1203.1,506.089
"FBgn0036986",289.512,393,279.107,357.154,294.123,253.861,275.03,235.518
